date,site,amount_usd,category,verification,source_url,notes,mapped_category,confidence,facility_name
2026-03-31,THE AMERICAN CORRECTIONAL ASSOCIATION (FL),15550.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26P00000004 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-03-01,"COLD BOX EXPRESS, INC. (AL)",12935.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000022 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-20,QUANTICO TACTICAL INCORPORATED (NC),763114.7,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000016 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-20,"ATLANTIC DIVING SUPPLY, INC. (VA)",2247866.28,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000015 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-19,"ATLANTIC DIVING SUPPLY, INC. (FL)",62580.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000024 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-19,SIG SAUER INC. (NH),4675062.21,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000014 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-19,TOWN OF LANCASTER (NY),50775.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26P00000006 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-19,"ATLANTIC DIVING SUPPLY, INC. (VA)",450996.04,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000023 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-18,"PANAMERICA COMPUTERS, INC. (TX)",97916.6,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000016 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-17,"BAYSHORE TRANSPORTATION SYSTEM, INC. (PA)",13112.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000015 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-17,"GARUD TECHNOLOGY SERVICES, INC. (DC)",3370770.18,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000012 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-17,"LIONHEART ALLIANCE, LLC (VA)",935890.84,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000021 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-13,IRON MOUNTAIN INFORMATION MANAGEMENT LLC (DC),311351.6,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FC0000010 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-02-13,"FREEDMAN OFFICE FURNITURE, LLC (FL)",490600.6,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000008 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-13,"O2X HUMAN PERFORMANCE, LLC (AL)",99748.11,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000025 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-13,"MOSA TECHNOLOGY SOLUTIONS, LLC (VA)",33750.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000013 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-12,"ATLANTIC DIVING SUPPLY, INC. (VA)",3024698.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000011 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-12,R M L HUNTSVILLE CHEVROLET LLC (AL),8797.36,air-transport,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000023 from USAspending (award-level obligation).,air-transport,Partial,Unknown / multi-site
2026-02-12,"LVC COMPANIES, INC. (MN)",47953.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000019 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-11,PARSONS GOVERNMENT SERVICES INC. (DC),168408.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000021 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-11,BLUE TECH INC. (TX),1501315.02,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000015 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-11,"GLOCK, INC. (GA)",1068147.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000013 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-10,THOMAS J. MORRIS III (NJ),4768500.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000010 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-02-10,TOWN OF LANCASTER (NY),9000.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26P00000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-10,QUANTICO TACTICAL INCORPORATED (NC),10542.4,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000012 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-09,"RESPONSE AI SOLUTIONS, LLC (MN)",2561242.44,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000040 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-09,"UNITED TACTICAL SYSTEMS, LLC (SC)",8000.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000020 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-06,PRICE MODERN LLC (MD),25815028.52,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000019 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-02-06,"FCN, INC. (VA)",3568032.39,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FC0000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-06,"FCN, INC. (VA)",18044400.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FC0000006 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-06,"FCN, INC. (VA)",4116564.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FC0000005 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-04,IMPLAN GROUP LLC (DC),129000.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026P00000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-02-03,GUARDIAN FLEET SAFETY LLC (MN),13418.19,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000018 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-02-02,GUARDIAN FLEET SAFETY LLC (MN),13418.19,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000015 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-02-01,RED CARROT INC (DC),71876.64,air-transport,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000011 from USAspending (award-level obligation).,air-transport,Partial,Unknown / multi-site
2026-02-01,REGUS INTERNATIONAL LTD (MN),98103.1,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000011 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-31,G4S SECURE SOLUTIONS (USA) INC. (FL),1612243.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000038 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-30,PRICE MODERN LLC (MD),99990.52,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000018 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-30,"MACRO COMPANIES, INC. (MN)",40700.8,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000014 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-30,MCKESSON CORPORATION (TX),5000000.0,medical-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000011 from USAspending (award-level obligation).,medical-services,Partial,Unknown / multi-site
2026-01-29,QUANTICO TACTICAL INCORPORATED (NC),15708.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000016 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-29,MIRA SAFETY LLC (TX),22590.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000011 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-29,"ATLANTIC DIVING SUPPLY, INC. (FL)",20485.41,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000015 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-28,METAPHASE CONSULTING LLC (DC),1157446.63,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000004 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-28,"NEW TECH SOLUTIONS, INC. (CA)",1115395.92,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000010 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-28,"LIONHEART ALLIANCE, LLC (VA)",736080.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000013 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-27,"WORKWEAR OUTFITTERS, LLC (TN)",599680.1,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000013 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-27,DETECTACHEM INC. (TX),24921.26,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000010 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-26,"WORKWEAR OUTFITTERS, LLC (MN)",199621.85,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000033 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-26,"ATLANTIC DIVING SUPPLY, INC. (FL)",658549.36,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000010 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-26,"GLOCK, INC. (GA)",557631.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000010 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-26,BSK CONSULTING LLC (SC),15311.86,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000008 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-23,DETECTACHEM INC. (TX),24921.26,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000009 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-21,"RUSSO'S DOWNTOWN AUTO SERVICE, INC (NY)",59970.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-19,"AES ELECTRICAL, LLC (MD)",14685.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000004 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-16,"GLOBAL RECOVERY GROUP, LLC (DC)",2812500.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000032 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-16,"CMI MANAGEMENT, LLC (MN)",55668.3,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000006 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-16,COHO CONSTRUCTION MANAGEMENT LLC (TX),4000000.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26C00000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-16,"ATLANTIC DIVING SUPPLY, INC. (VA)",99967.66,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000009 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-16,"UNITED TACTICAL SYSTEMS, LLC (IL)",98666.25,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000008 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-15,"ESCONDIDO, CITY OF (CA)",22500.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000006 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2026-01-15,PRICE MODERN LLC (AZ),11315.35,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000008 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-15,PRICE MODERN LLC (PR),8232.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-13,"WHELEN ENGINEERING COMPANY, INC. (CT)",47330.49,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000009 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-13,AMERICAN PUBLIC TRAINING LLC (DC),7661.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000006 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-12,THE KINETIC GROUP SALES LLC (MN),17304.12,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-11,"GUARDIAN CENTERS OF GEORGIA, LLC (GA)",486749.68,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000002 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-09,"GEO TRANSPORT, INC. (UT)",10384455.59,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000002 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-08,"PANAMERICA COMPUTERS, INC. (DC)",439706.52,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000011 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-08,"WORKWEAR OUTFITTERS, LLC (TN)",311298.24,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000008 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-07,PRICE MODERN LLC (MD),340927.14,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000004 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2026-01-07,SK2 LLC (CA),5980800.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26C00000002 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-06,"WORKWEAR OUTFITTERS, LLC (TN)",96780.7,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-05,PRICE MODERN LLC (MD),8820.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-05,"TECHOP SOLUTIONS INTERNATIONAL, INC. (VA)",7103923.2,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000002 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-01,DIGITAL PATH INC (VA),25920.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026P00000002 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-01,"COSTAR REALTY INFORMATION, INC. (DC)",89124.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000005 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-01,CHARTER COMMUNICATIONS OPERATING LLC (NY),54094.56,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2026-01-01,"DH TECHNOLOGIES, INC. (DC)",98121.14,air-transport,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000010 from USAspending (award-level obligation).,air-transport,Partial,Unknown / multi-site
2025-12-31,CHARTER COMMUNICATIONS OPERATING LLC (CA),15420.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26P00000001 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-30,BLUE TECH INC. (DC),597744.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000009 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-29,"ATLANTIC DIVING SUPPLY, INC. (VA)",37238.96,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000004 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-29,ONEIDA-STANTEC JV LLC (TX),3773406.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26C00000001 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-23,TRIBALCO LLC (DC),308228191.92,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000008 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-23,"WORKWEAR OUTFITTERS, LLC (TN)",84918.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000006 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-20,"THE GEO GROUP, INC. (CA)",16762626.49,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000042 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-20,MANAGEMENT & TRAINING CORPORATION (UT),7901037.12,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000010 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-20,"THE GEO GROUP, INC. (FL)",9292800.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000031 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-20,"THE GEO GROUP, INC. (FL)",20134000.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000028 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-20,"CORECIVIC, INC. (FL)",22222221.65,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000030 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-19,"METROTEC, INC. (VA)",145715.84,air-transport,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000004 from USAspending (award-level obligation).,air-transport,Partial,Unknown / multi-site
2025-12-19,"WORKWEAR OUTFITTERS, LLC (TN)",77703.66,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000005 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-17,"WORKWEAR OUTFITTERS, LLC (TN)",689553.7,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSD26FR0000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-17,"FFF ENTERPRISES, INC. (CA)",308000.0,medical-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26C00000005 from USAspending (award-level obligation).,medical-services,Partial,Unknown / multi-site
2025-12-17,"METROTEC, INC. (DC)",23072.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-17,"METROTEC, INC. (DC)",14561.12,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26P00000002 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-16,OMNIPLEX WORLD SERVICES CORPORATION (VA),1487580.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000025 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,CAPGEMINI GOVERNMENT SOLUTIONS LLC (VA),4816782.5,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000024 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,CONSTELLATION INC (VA),767468.75,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000023 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,"NATIONAL PROTECTIVE SERVICES, LLC (TX)",909750.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000022 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,B.I. INCORPORATED (CO),1624500.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000021 from USAspending (award-level obligation).,non-custodial-supervision,Verified,ISAP Program
2025-12-16,"RESPONSE AI SOLUTIONS, LLC (VA)",127920.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000020 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,BLUEHAWK LLC (DC),2656327.5,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000019 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,GSS - GOVERNMENT SUPPORT SERVICES LLC (FL),741000.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000018 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,SOS INTERNATIONAL LLC (DC),1642226.25,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000017 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,"GRAVITAS PROFESSIONAL SERVICES, LLC (OH)",427500.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000016 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,AI SOLUTIONS 87 LLC (CO),636500.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000015 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,FRAUD INC (DC),348000.0,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000014 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-16,ENPROVERA CORP (FL),34552.0,detention-operations,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CDCR26FR0000013 from USAspending (award-level obligation).,detention-operations,Partial,Unknown / multi-site
2025-12-16,"RELIANCE RELOCATION SERVICES, INC (IL)",95028.08,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FC0000002 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-15,"AMAR HEALTH IT, LLC (DC)",3487624.9,medical-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000002 from USAspending (award-level obligation).,medical-services,Partial,Unknown / multi-site
2025-12-11,"HOLITNA CONSTRUCTION, LLC (DC)",34585.38,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000005 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
2025-12-08,"ROCKWELL AMERICAN SERVICES, LTD. (IL)",349000.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CMSW26FR0000003 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-03,BAHFED CORP (DC),82080.0,it-services,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000007 from USAspending (award-level obligation).,it-services,Partial,Unknown / multi-site
2025-12-03,"DH TECHNOLOGIES, INC. (DC)",810796.5,operations-support,Verified,https://api.usaspending.gov/api/v2/search/spending_by_award/,ICE contract award 70CTD026FR0000006 from USAspending (award-level obligation).,operations-support,Partial,Unknown / multi-site
